,taz,pickups,dropoffs,TAZ,distr,AMshare,PMshare,OPshare,veh_pickups,veh_dropoffs
253,254,8.6,5.8,254,5.0,0.14,0.13,0.19,61.42857142857142,41.42857142857142
254,255,10.4,4.0,255,5.0,0.14,0.13,0.19,74.28571428571428,28.57142857142857
255,256,3.4,3.6,256,5.0,0.14,0.13,0.19,24.28571428571428,25.71428571428571
256,257,1.2,1.0,257,1.0,0.08,0.07,0.1,15.0,12.5
257,258,16.4,15.6,258,5.0,0.14,0.13,0.19,117.14285714285712,111.42857142857142
258,259,18.8,25.4,259,5.0,0.14,0.13,0.19,134.28571428571428,181.4285714285714
259,260,1.2,1.6,260,1.0,0.08,0.07,0.1,15.0,20.0
260,261,1.4,2.0,261,1.0,0.08,0.07,0.1,17.5,25.0
261,262,3.8,3.8,262,1.0,0.08,0.07,0.1,47.5,47.5
262,263,4.6,5.8,263,1.0,0.08,0.07,0.1,57.49999999999999,72.5
263,264,4.6,2.6,264,1.0,0.08,0.07,0.1,57.49999999999999,32.5
264,265,19.8,8.8,265,5.0,0.14,0.13,0.19,141.42857142857142,62.857142857142854
265,266,3.0,2.6,266,1.0,0.08,0.07,0.1,37.5,32.5
266,267,11.8,6.0,267,5.0,0.14,0.13,0.19,84.28571428571428,42.857142857142854
267,268,15.6,7.8,268,5.0,0.14,0.13,0.19,111.42857142857142,55.71428571428571
268,269,0.2,0.2,269,1.0,0.08,0.07,0.1,2.5,2.5
269,270,0.6,1.0,270,1.0,0.08,0.07,0.1,7.5,12.5
270,271,1.8,1.0,271,1.0,0.08,0.07,0.1,22.5,12.5
271,272,7.0,5.6,272,5.0,0.14,0.13,0.19,49.99999999999999,39.99999999999999
272,273,2.0,1.2,273,1.0,0.08,0.07,0.1,25.0,15.0
273,274,2.8,0.6,274,1.0,0.08,0.07,0.1,35.0,7.5
274,275,6.0,4.4,275,5.0,0.14,0.13,0.19,42.857142857142854,31.428571428571427
275,276,2.4,1.2,276,1.0,0.08,0.07,0.1,30.0,15.0
276,277,7.4,3.2,277,5.0,0.14,0.13,0.19,52.857142857142854,22.857142857142858
277,278,8.0,4.6,278,5.0,0.14,0.13,0.19,57.14285714285714,32.857142857142854
278,279,3.2,1.0,279,1.0,0.08,0.07,0.1,40.0,12.5
279,280,2.4,2.0,280,1.0,0.08,0.07,0.1,30.0,25.0
280,281,7.0,5.8,281,5.0,0.14,0.13,0.19,49.99999999999999,41.42857142857142
281,282,2.8,1.2,282,1.0,0.08,0.07,0.1,35.0,15.0
282,283,9.2,6.2,283,5.0,0.14,0.13,0.19,65.71428571428571,44.285714285714285
283,284,5.4,4.4,284,1.0,0.08,0.07,0.1,67.5,55.0
284,285,5.2,5.4,285,1.0,0.08,0.07,0.1,65.0,67.5
285,286,21.4,22.2,286,6.0,0.25,0.26,0.32,85.6,88.8
286,287,5.2,3.4,287,1.0,0.08,0.07,0.1,65.0,42.5
287,288,7.0,7.4,288,1.0,0.08,0.07,0.1,87.5,92.5
288,289,8.0,3.6,289,1.0,0.08,0.07,0.1,100.0,45.0
289,290,16.2,8.6,290,5.0,0.14,0.13,0.19,115.7142857142857,61.42857142857142
290,291,1.2,1.2,291,1.0,0.08,0.07,0.1,15.0,15.0
291,292,11.0,15.4,292,5.0,0.14,0.13,0.19,78.57142857142857,109.99999999999999
292,293,2.4,0.8,293,1.0,0.08,0.07,0.1,30.0,10.0
293,294,1.8,0.4,294,1.0,0.08,0.07,0.1,22.5,5.0
294,295,1.2,1.0,295,1.0,0.08,0.07,0.1,15.0,12.5
295,296,21.8,28.4,296,6.0,0.25,0.26,0.32,87.2,113.6
296,297,3.0,2.6,297,1.0,0.08,0.07,0.1,37.5,32.5
297,298,5.8,4.6,298,1.0,0.08,0.07,0.1,72.5,57.49999999999999
298,299,20.8,11.4,299,6.0,0.25,0.26,0.32,83.2,45.6
299,300,7.0,8.0,300,6.0,0.25,0.26,0.32,28.0,32.0
300,301,4.0,3.0,301,5.0,0.14,0.13,0.19,28.57142857142857,21.428571428571427
301,302,10.4,5.8,302,6.0,0.25,0.26,0.32,41.6,23.2
302,303,13.6,9.4,303,5.0,0.14,0.13,0.19,97.14285714285712,67.14285714285714
303,304,15.8,12.8,304,6.0,0.25,0.26,0.32,63.2,51.2
305,306,1.6,1.0,306,1.0,0.08,0.07,0.1,20.0,12.5
306,307,5.6,3.4,307,1.0,0.08,0.07,0.1,70.0,42.5
307,308,8.0,3.8,308,6.0,0.25,0.26,0.32,32.0,15.2
308,309,6.6,5.2,309,1.0,0.08,0.07,0.1,82.5,65.0
309,310,27.4,28.0,310,5.0,0.14,0.13,0.19,195.7142857142857,199.99999999999997
310,311,4.6,3.0,311,2.0,0.2,0.17,0.22,22.999999999999996,15.0
311,312,4.6,4.2,312,1.0,0.08,0.07,0.1,57.49999999999999,52.5
313,314,3.2,2.2,314,1.0,0.08,0.07,0.1,40.0,27.5
314,315,3.2,2.4,315,1.0,0.08,0.07,0.1,40.0,30.0
315,316,2.8,0.8,316,1.0,0.08,0.07,0.1,35.0,10.0
316,317,9.4,6.6,317,2.0,0.2,0.17,0.22,47.0,32.99999999999999
317,318,13.0,13.8,318,5.0,0.14,0.13,0.19,92.85714285714285,98.57142857142857
318,319,16.2,12.0,319,3.0,0.19,0.2,0.25,85.26315789473684,63.1578947368421
319,320,23.2,16.2,320,2.0,0.2,0.17,0.22,115.99999999999999,80.99999999999999
320,321,15.8,16.0,321,5.0,0.14,0.13,0.19,112.85714285714285,114.28571428571428
321,322,31.2,14.6,322,3.0,0.19,0.2,0.25,164.21052631578948,76.84210526315789
322,323,15.6,10.8,323,2.0,0.2,0.17,0.22,78.0,54.0
323,324,3.8,2.6,324,1.0,0.08,0.07,0.1,47.5,32.5
324,325,22.0,18.0,325,5.0,0.14,0.13,0.19,157.14285714285714,128.57142857142856
325,326,15.6,13.4,326,5.0,0.14,0.13,0.19,111.42857142857142,95.71428571428571
326,327,18.6,14.8,327,3.0,0.19,0.2,0.25,97.89473684210527,77.89473684210526
327,328,6.2,5.0,328,2.0,0.2,0.17,0.22,31.0,25.0
328,329,17.0,9.0,329,2.0,0.2,0.17,0.22,85.0,45.0
329,330,44.2,36.2,330,2.0,0.2,0.17,0.22,221.0,181.0
330,331,8.6,9.6,331,2.0,0.2,0.17,0.22,42.99999999999999,47.99999999999999
331,332,4.4,7.6,332,3.0,0.19,0.2,0.25,23.157894736842106,40.0
332,333,12.4,20.0,333,3.0,0.19,0.2,0.25,65.26315789473685,105.26315789473684
333,334,49.8,24.4,334,3.0,0.19,0.2,0.25,262.10526315789474,128.42105263157893
334,335,8.8,4.8,335,2.0,0.2,0.17,0.22,44.0,23.999999999999996
335,336,32.6,31.6,336,2.0,0.2,0.17,0.22,163.0,158.0
336,337,5.4,7.2,337,2.0,0.2,0.17,0.22,27.0,36.0
337,338,10.8,10.2,338,2.0,0.2,0.17,0.22,54.0,50.99999999999999
338,339,23.2,12.4,339,3.0,0.19,0.2,0.25,122.10526315789473,65.26315789473685
339,340,13.8,10.4,340,2.0,0.2,0.17,0.22,69.0,52.0
340,341,13.6,3.2,341,3.0,0.19,0.2,0.25,71.57894736842105,16.842105263157894
341,342,9.8,9.6,342,2.0,0.2,0.17,0.22,49.0,47.99999999999999
342,343,10.4,8.6,343,3.0,0.19,0.2,0.25,54.73684210526316,45.26315789473684
343,344,2.6,3.2,344,3.0,0.19,0.2,0.25,13.68421052631579,16.842105263157894
344,345,9.2,7.6,345,3.0,0.19,0.2,0.25,48.421052631578945,40.0
345,346,17.2,16.2,346,3.0,0.19,0.2,0.25,90.52631578947368,85.26315789473684
346,347,28.0,18.0,347,2.0,0.2,0.17,0.22,140.0,90.0
347,348,5.0,2.6,348,3.0,0.19,0.2,0.25,26.31578947368421,13.68421052631579
348,349,12.8,9.4,349,2.0,0.2,0.17,0.22,64.0,47.0
349,350,12.2,8.2,350,2.0,0.2,0.17,0.22,60.99999999999999,40.99999999999999
350,351,9.0,9.0,351,3.0,0.19,0.2,0.25,47.368421052631575,47.368421052631575
351,352,2.2,2.8,352,3.0,0.19,0.2,0.25,11.578947368421053,14.736842105263158
352,353,16.4,10.6,353,2.0,0.2,0.17,0.22,81.99999999999999,52.99999999999999
353,354,5.0,7.0,354,3.0,0.19,0.2,0.25,26.31578947368421,36.8421052631579
354,355,5.6,4.4,355,3.0,0.19,0.2,0.25,29.473684210526315,23.157894736842106
355,356,5.0,2.4,356,2.0,0.2,0.17,0.22,25.0,11.999999999999998
356,357,22.2,10.0,357,3.0,0.19,0.2,0.25,116.84210526315789,52.63157894736842
357,358,13.4,8.6,358,3.0,0.19,0.2,0.25,70.52631578947368,45.26315789473684
358,359,12.6,12.0,359,2.0,0.2,0.17,0.22,62.99999999999999,60.0
359,360,15.2,13.4,360,2.0,0.2,0.17,0.22,75.99999999999999,67.0
360,361,7.4,3.6,361,3.0,0.19,0.2,0.25,38.94736842105263,18.94736842105263
361,362,48.4,39.0,362,3.0,0.19,0.2,0.25,254.73684210526315,205.26315789473685
362,363,14.2,9.2,363,2.0,0.2,0.17,0.22,70.99999999999999,45.99999999999999
363,364,30.0,11.0,364,3.0,0.19,0.2,0.25,157.89473684210526,57.89473684210526
364,365,8.8,6.2,365,2.0,0.2,0.17,0.22,44.0,31.0
365,366,11.0,9.6,366,2.0,0.2,0.17,0.22,55.0,47.99999999999999
366,367,24.8,12.0,367,3.0,0.19,0.2,0.25,130.5263157894737,63.1578947368421
367,368,5.2,3.0,368,2.0,0.2,0.17,0.22,26.0,15.0
368,369,14.0,12.2,369,2.0,0.2,0.17,0.22,70.0,60.99999999999999
369,370,8.4,4.8,370,2.0,0.2,0.17,0.22,42.0,23.999999999999996
370,371,5.0,2.2,371,3.0,0.19,0.2,0.25,26.31578947368421,11.578947368421053
371,372,7.2,28.8,372,3.0,0.19,0.2,0.25,37.89473684210526,151.57894736842104
372,373,18.0,8.6,373,3.0,0.19,0.2,0.25,94.73684210526315,45.26315789473684
373,374,2.2,3.0,374,3.0,0.19,0.2,0.25,11.578947368421053,15.789473684210526
374,375,3.0,3.4,375,2.0,0.2,0.17,0.22,15.0,17.0
375,376,6.6,4.4,376,3.0,0.19,0.2,0.25,34.73684210526316,23.157894736842106
376,377,8.8,6.4,377,2.0,0.2,0.17,0.22,44.0,32.0
377,378,11.2,8.8,378,2.0,0.2,0.17,0.22,55.99999999999999,44.0
378,379,7.0,2.8,379,2.0,0.2,0.17,0.22,35.0,13.999999999999998
379,380,11.2,11.0,380,2.0,0.2,0.17,0.22,55.99999999999999,55.0
380,381,10.8,8.6,381,3.0,0.19,0.2,0.25,56.8421052631579,45.26315789473684
381,382,5.6,4.0,382,3.0,0.19,0.2,0.25,29.473684210526315,21.05263157894737
382,383,7.0,4.2,383,2.0,0.2,0.17,0.22,35.0,21.0
385,386,0.0,0.2,386,10.0,0.07,0.07,0.09,0.0,2.857142857142857
386,387,0.0,0.0,387,10.0,0.07,0.07,0.09,0.0,0.0
